carat,cut,color,clarity,x,y,z,depth,table,price
0.72,Very Good,H,SI2,5.65,5.68,3.6,63.5,58,1942
1.02,Premium,F,SI2,6.57,6.53,3.93,60,60,4284
1.16,Very Good,I,SI1,6.64,6.69,4.19,62.9,58,4586
0.5,Very Good,I,SI1,5,4.95,3.15,63.4,62,1073
1.04,Ideal,D,VS2,6.5,6.52,4.03,61.9,55,7220
1.56,Premium,H,VS1,7.48,7.43,4.62,62,57,11345
2.05,Premium,G,SI2,8.2,8.3,4.96,60.1,59,16357
0.43,Ideal,D,SI1,4.86,4.82,2.98,61.6,56,1036
2.49,Premium,I,SI2,8.76,8.7,5.34,61.2,56,18325
0.33,Ideal,H,VS1,4.41,4.46,2.74,61.8,56,579
0.33,Ideal,D,SI2,4.5,4.47,2.74,61.1,57,631
0.55,Ideal,E,SI1,5.33,5.3,3.22,60.6,56,1668
0.47,Good,F,VS1,4.96,4.87,3.15,64,60,1353
1.01,Very Good,G,VVS2,6.5,6.56,3.9,59.7,59,7226
0.72,Premium,J,VVS1,5.77,5.7,3.52,61.4,61,2203
1,Good,H,VS2,6.35,6.26,4.01,63.6,57,4305
0.33,Ideal,D,VS2,4.43,4.47,2.75,61.8,54,681
1.5,Very Good,E,SI2,7.17,7.23,4.52,62.8,57,8538
0.58,Ideal,G,VS2,5.33,5.36,3.31,61.9,55,1761
1.01,Good,G,VS2,6.36,6.38,4.02,63.1,55,5199
0.23,Very Good,E,IF,3.98,4.03,2.4,59.9,58,492
0.63,Ideal,J,SI1,5.47,5.52,3.39,61.8,56,1565
1.52,Premium,G,SI1,7.39,7.33,4.58,62.2,58,8512
0.57,Very Good,F,VVS2,5.28,5.3,3.31,62.6,58,2290
0.58,Good,G,VS2,5.4,5.46,3.17,58.4,59,1605
1.03,Good,G,SI2,6.35,6.28,4.02,63.7,60,4001
0.52,Ideal,F,VVS2,5.21,5.25,3.19,60.8,55,2359
1.55,Ideal,H,IF,7.47,7.42,4.57,61.4,57,13544
1.22,Ideal,F,VVS2,6.83,6.87,4.26,62.2,54,11870
0.5,Ideal,E,VS2,5.11,5.06,3.14,61.8,55,1746
0.41,Good,E,VS2,4.66,4.63,2.93,63.1,64,981
0.71,Premium,G,SI1,5.92,5.83,3.46,58.9,62,2450
0.3,Very Good,J,VS2,4.28,4.3,2.67,62.2,57,357
0.26,Very Good,D,VS2,4.13,4.16,2.52,60.8,59,403
0.75,Premium,G,SI1,5.87,5.83,3.56,60.9,58,2631
1.71,Ideal,G,VS1,7.74,7.59,4.76,62.1,55,16618
0.33,Ideal,E,VVS2,4.44,4.47,2.75,61.9,57,917
1.5,Premium,H,VS1,7.27,7.31,4.53,62.1,59,11088
1.6,Premium,H,SI2,7.6,7.55,4.5,59.4,59,8333
0.77,Very Good,D,VS2,5.81,5.85,3.67,63,58,3351
1.54,Very Good,E,SI2,7.56,7.59,4.47,59,62,7877
1.1,Very Good,G,VVS1,6.59,6.67,4.07,61.4,60,9257
1.03,Premium,H,SI1,6.56,6.5,3.99,61.1,59,4603
0.34,Very Good,H,VVS2,4.52,4.55,2.76,61,55,632
0.37,Very Good,E,VVS2,4.68,4.73,2.79,59.3,58,843
1.7,Premium,E,VS2,7.57,7.54,4.75,62.9,58,17323
1.04,Ideal,I,SI1,6.6,6.54,3.92,59.7,56,3669
0.91,Very Good,I,VS2,6.2,6.26,3.8,61,57,3664
0.96,Fair,G,SI2,6.15,6.04,4.07,66.8,61,2539
1.47,Premium,H,SI2,7.39,7.34,4.37,59.3,59,7573
0.5,Ideal,F,VVS2,5.09,5.11,3.17,62.2,54,2052
1.01,Premium,G,VS1,6.36,6.31,3.97,62.7,58,6335
0.46,Good,F,VS1,5.11,5.05,2.87,56.5,61,1157
2.03,Premium,I,VS2,8.37,8.34,4.89,58.5,60,16309
0.96,Ideal,J,VS2,6.32,6.36,3.9,61.5,57,3326
0.72,Premium,H,SI1,5.75,5.72,3.57,62.2,57,2311
0.32,Ideal,H,VVS2,4.43,4.46,2.74,61.6,55,628
0.43,Ideal,I,IF,4.83,4.85,3,62,55,1056
0.31,Ideal,D,VS2,4.34,4.35,2.7,62.1,56,734
0.72,Very Good,E,SI1,5.92,5.96,3.44,57.9,58,2610
0.38,Premium,F,VS1,4.73,4.71,2.84,60.2,58,1117
0.31,Ideal,F,IF,4.38,4.41,2.71,61.7,56,901
0.53,Ideal,E,VS2,5.21,5.17,3.21,61.8,56,1801
0.3,Very Good,D,VVS2,4.29,4.31,2.71,63,56,754
1.5,Premium,H,SI1,7.39,7.31,4.56,59,62,10038
1.63,Ideal,I,VVS2,7.49,7.52,4.69,62.3,54.7,12174
1,Very Good,E,SI2,6.47,6.53,3.89,59.8,58,4321
0.9,Premium,G,VS2,6.2,6.13,3.76,61,58,4022
0.7,Ideal,F,VVS2,5.73,5.75,3.5,61,57,3478
0.23,Very Good,E,VVS1,3.98,4.01,2.35,58.8,61,485
1.14,Premium,G,VS2,6.79,6.73,4.12,60.9,57,7079
0.32,Premium,F,VVS1,4.4,4.43,2.68,60.7,58,1235
1.21,Very Good,I,VVS2,6.83,6.85,4.18,61.1,57,6653
2.03,Ideal,G,SI1,8.17,8.3,4.95,60,55.8,18757
0.51,Premium,I,VVS2,5.26,5.21,3.11,59.4,60,1211
0.71,Premium,H,VS2,5.68,5.64,3.52,62.2,59,2352
0.31,Ideal,F,IF,4.36,4.38,2.71,62,55,914
0.91,Very Good,G,VS2,6.05,6,3.78,62.7,63,3776
1.03,Ideal,G,SI1,6.57,6.62,3.98,60.3,58,5143
1.06,Premium,G,SI1,6.67,6.73,3.99,59.6,58,4815
0.52,Very Good,F,VVS2,5.18,5.22,3.19,61.5,57,2079
0.56,Ideal,G,VS1,5.37,5.41,3.25,60.3,57,1824
0.8,Ideal,F,SI1,6.05,5.98,3.67,61,56,3082
0.77,Premium,F,VS1,5.82,5.77,3.6,62.1,60,3343
0.36,Ideal,F,IF,4.54,4.58,2.85,62.5,54,1056
0.71,Fair,F,IF,5.87,5.81,3.43,58.7,62,3205
1.01,Premium,G,SI2,6.38,6.32,4,63,59,3923
1.2,Very Good,I,VS2,6.86,6.93,4.17,60.5,60,5941
1.21,Premium,E,SI2,7.07,6.91,4.11,58.8,58,6065
0.44,Very Good,H,VVS1,4.83,4.87,3.06,63.1,56,1016
0.24,Very Good,G,VVS2,3.99,4.03,2.48,62,56,449
0.56,Ideal,F,VS1,5.32,5.28,3.27,61.7,54,2016
0.9,Premium,I,SI1,6.21,6.19,3.83,61.8,58,3251
0.41,Very Good,E,VVS1,4.72,4.75,2.98,62.9,58,1249
1.2,Very Good,E,VS1,6.94,7,4.14,59.4,56,9904
0.27,Very Good,D,VS2,4.06,4.1,2.57,63,57,419
1.27,Ideal,F,VS2,7,7.02,4.28,61,54,10656
1.51,Premium,I,VS2,7.42,7.36,4.43,59.9,60,10010
1.6,Ideal,I,SI1,7.45,7.5,4.66,62.4,53.5,9407
0.9,Ideal,I,SI1,6.25,6.22,3.79,60.8,57,3251
1.5,Premium,G,VS1,7.44,7.39,4.39,59.2,59,13720
0.33,Ideal,G,VS2,4.45,4.47,2.79,62.6,57,579
1.12,Premium,D,SI2,6.72,6.76,4.08,60.5,59,5233
1.47,Premium,G,VS2,7.27,7.22,4.55,62.8,57,11113
0.7,Fair,G,SI1,5.65,5.56,3.63,64.8,59,2016
0.41,Ideal,D,VS2,4.81,4.77,2.98,62.2,54,1076
0.3,Good,H,VS1,4.26,4.28,2.73,63.9,55,526
0.3,Ideal,E,VVS1,4.34,4.39,2.64,60.5,57,895
0.72,Good,D,SI2,5.64,5.71,3.64,64.1,57,2254
0.31,Good,G,SI1,4.3,4.33,2.73,63.3,57,431
1,Fair,H,VS1,6.3,6.26,4.06,64.6,59,5242
0.77,Premium,G,SI2,5.99,5.96,3.64,61.2,58,1996
0.52,Very Good,D,VS1,5.11,5.16,3.21,62.5,57,1829
1.04,Ideal,G,VS2,6.45,6.54,4.06,62.5,57,6012
0.56,Very Good,H,SI1,5.23,5.28,3.22,61.3,60,1197
0.61,Very Good,H,VVS2,5.52,5.54,3.35,60.5,57,1970
0.42,Premium,F,SI1,4.83,4.87,2.95,60.8,58,773
0.31,Ideal,E,VVS1,4.33,4.36,2.68,61.7,56,924
0.32,Ideal,F,VS2,4.4,4.43,2.71,61.4,57,660
0.31,Good,F,VS2,4.32,4.29,2.75,63.9,56,802
1.01,Premium,D,SI2,6.46,6.39,3.95,61.5,56,4805
0.3,Ideal,I,SI1,4.3,4.32,2.66,61.7,57,422
0.82,Fair,H,SI2,5.86,5.81,3.8,65.1,58,2358
0.57,Premium,D,VS1,5.38,5.32,3.24,60.6,59,2360
0.24,Very Good,E,VS2,3.95,3.98,2.5,63.1,56,419
0.93,Very Good,D,I1,6.18,6.15,3.91,63.4,60,2618
0.33,Ideal,I,IF,4.41,4.44,2.75,62.1,55,694
0.51,Premium,E,SI1,5.12,5.05,3.17,62.3,58,1546
0.38,Very Good,G,VS1,4.71,4.74,2.87,60.7,55,1031
0.33,Ideal,I,IF,4.45,4.41,2.72,61.4,56,891
0.71,Ideal,F,VS2,5.72,5.76,3.57,62.2,55,3405
0.31,Very Good,F,VS2,4.3,4.32,2.71,62.9,56,625
0.25,Very Good,G,VS2,4.05,4.08,2.51,61.9,57,407
0.32,Ideal,G,VS2,4.4,4.36,2.72,62.1,56,672
0.38,Ideal,G,VVS1,4.67,4.7,2.89,61.7,55,993
2.04,Ideal,J,SI1,8.08,8.12,5.07,62.6,55,12696
1.11,Ideal,I,VS1,6.67,6.7,4.09,61.2,57,6758
0.53,Ideal,D,SI1,5.28,5.31,3.2,60.4,57,2021
0.43,Premium,E,SI2,4.86,4.88,2.96,60.8,58,716
0.91,Ideal,I,SI2,6.17,6.12,3.86,63,54,2976
2,Very Good,J,VS2,8.05,8.17,4.92,60.7,60,13542
0.34,Ideal,E,VS2,4.48,4.53,2.81,62.4,55,745
0.9,Good,H,SI2,6.05,6.02,3.87,64.1,58,3105
1.52,Good,H,VS2,7.32,7.33,4.64,63.3,57,10428
0.7,Very Good,H,VVS2,5.65,5.68,3.54,62.5,55,2558
0.55,Premium,G,SI2,5.3,5.26,3.23,61.2,59,1069
0.3,Good,D,SI1,4.27,4.29,2.73,63.8,57,552
1.21,Ideal,H,SI1,6.86,6.81,4.24,62,56,5936
0.74,Very Good,H,SI2,5.78,5.75,3.64,63.1,56,2264
0.5,Very Good,E,VS2,5.06,5.03,3.19,63.2,56,1397
0.31,Ideal,G,VS2,4.38,4.4,2.73,62.2,54,562
0.51,Good,J,VS2,5.1,5.13,3.23,63.1,56,984
0.91,Good,G,SI2,6.05,6.08,3.79,62.5,60,3149
0.34,Ideal,E,SI2,4.49,4.52,2.76,61.3,55,454
1.21,Premium,J,VS2,6.83,6.79,4.25,62.4,58,4268
0.5,Ideal,G,VS2,5.11,5.05,3.18,62.6,57,1424
0.92,Ideal,H,VVS1,6.26,6.23,3.88,62.1,54,5886
0.36,Premium,D,VS2,4.59,4.62,2.81,61,58,852
0.72,Very Good,E,VS2,5.66,5.69,3.62,63.8,57,3035
0.72,Premium,I,VS2,5.79,5.74,3.52,61.1,61,1991
0.71,Premium,D,VS2,5.67,5.53,3.54,62.7,58,2683
1.7,Premium,E,SI1,7.68,7.6,4.76,62.3,57,15662
0.3,Very Good,G,SI1,4.29,4.32,2.56,59.5,63,447
0.32,Ideal,H,VVS1,4.38,4.33,2.74,62.9,57,936
0.71,Very Good,I,SI2,5.61,5.7,3.52,62.2,58,1902
0.8,Good,G,SI2,5.88,5.83,3.73,63.7,58,2484
0.31,Very Good,G,VS1,4.29,4.28,2.71,63.2,56,802
1.54,Good,J,SI1,7.3,7.36,4.61,62.9,62,7349
0.5,Very Good,D,VS2,5.09,5.18,3.14,61.1,58,1565
0.9,Very Good,F,VS1,6.25,6.28,3.85,61.5,55,5167
0.31,Premium,F,VS2,4.44,4.47,2.63,59,59,625
1.5,Good,G,VS1,7.23,7.14,4.57,63.6,57,10036
0.54,Very Good,F,VS1,5.26,5.32,3.17,60,59,1653
0.56,Ideal,D,VVS1,5.28,5.31,3.27,61.8,56,3270
0.46,Ideal,J,VVS1,4.89,4.93,3.07,62.5,56,953
0.57,Ideal,H,VS1,5.37,5.34,3.26,61,57,1922
2.01,Ideal,F,SI2,8.1,8.05,5,61.9,55,18395
0.74,Very Good,H,SI2,5.72,5.77,3.61,62.8,59,2198
0.28,Good,G,VS2,4.2,4.21,2.6,61.8,61,394
2.01,Fair,D,SI2,7.87,7.76,5.23,66.9,57,16086
0.52,Ideal,E,VS1,5.11,5.16,3.21,62.5,56,1668
0.93,Premium,G,SI2,6.27,6.23,3.84,61.4,56,3019
0.5,Very Good,H,SI1,5.09,5.02,3.19,63.1,55,984
0.32,Premium,F,VS2,4.42,4.39,2.71,61.5,58,828
0.7,Premium,G,SI1,5.68,5.59,3.48,61.8,59,2184
0.41,Premium,G,VS2,4.75,4.77,2.94,61.8,58,827
0.76,Good,G,SI1,6.05,5.97,3.47,57.7,63,2447
0.31,Premium,D,SI1,4.35,4.41,2.68,61.2,60,571
0.5,Premium,E,SI2,5.12,5.06,3.14,61.7,58,1240
1.01,Very Good,E,SI1,6.36,6.39,3.97,62.3,60,5224
0.31,Ideal,G,VVS2,4.33,4.35,2.69,62,56,726
0.9,Very Good,G,SI1,6.1,6.16,3.91,63.8,53,3615
0.23,Ideal,E,VVS2,3.92,3.99,2.47,62.5,57,530
0.93,Premium,H,VS2,6.39,6.25,3.81,60.3,61,3937
0.32,Premium,H,SI1,4.36,4.42,2.69,61.3,60,449
0.36,Ideal,J,VVS2,4.61,4.63,2.85,61.7,55,525
2.14,Premium,H,SI2,8.36,8.32,5.1,61.2,57,13421
0.4,Ideal,H,VVS2,4.72,4.77,2.92,61.4,55.7,905
0.53,Ideal,G,VVS2,5.19,5.23,3.18,61,56,1895
1.24,Very Good,J,SI1,6.99,7.04,4.21,60,59,5231
0.9,Very Good,J,VS1,6.11,6.21,3.85,62.5,56,3188
0.7,Premium,G,VVS1,5.71,5.62,3.51,62,61,2932
0.3,Very Good,G,VVS2,4.3,4.34,2.61,60.4,60,638
1.52,Premium,E,VS1,7.38,7.44,4.49,60.6,58,16628
1.01,Premium,G,I1,6.49,6.35,3.92,61.1,61,3014
1.04,Premium,G,SI2,6.57,6.49,4.06,62.2,59,3861
1.27,Ideal,I,SI2,6.92,6.96,4.31,62.1,56,5154
1.52,Very Good,F,VS2,7.29,7.34,4.56,62.3,56,14412
0.54,Premium,F,VS2,5.39,5.34,3.12,58.2,60,1667
1.01,Very Good,G,SI1,6.33,6.28,4,63.4,58,4672
0.41,Ideal,F,VVS1,4.75,4.79,2.96,62.1,57,1295
0.41,Premium,E,VVS1,4.77,4.75,2.96,62.2,58,1431
1.02,Premium,H,SI1,6.6,6.57,3.9,59.2,58,4754
0.83,Very Good,F,SI1,5.98,5.94,3.76,63.1,58,3118
0.9,Very Good,F,VS2,6.17,6.24,3.86,62.2,57,4617
0.41,Ideal,E,VS2,4.79,4.72,2.95,62,56,999
0.79,Ideal,F,SI1,5.96,6.01,3.67,61.3,56,3163
0.92,Premium,E,SI1,6.3,6.24,3.73,59.4,62,4183
0.33,Ideal,F,VVS1,4.47,4.52,2.76,61.4,55,893
0.3,Very Good,F,SI1,4.31,4.34,2.61,60.3,61,471
0.81,Very Good,F,SI1,5.97,5.99,3.72,62.2,56,3308
0.41,Ideal,E,VVS2,4.79,4.83,2.96,61.5,55,1187
0.9,Ideal,I,VS1,6.2,6.24,3.79,60.9,60,4492
1,Premium,E,SI1,6.37,6.32,3.98,62.7,61,5027
0.31,Good,H,VS1,4.29,4.32,2.74,63.6,55,544
0.46,Ideal,E,VS2,4.93,4.89,3.05,62.1,57,1251
1.22,Premium,H,SI1,6.81,6.76,4.21,62,58,6620
2.01,Premium,J,SI1,8.12,8.01,4.88,60.5,59,12690
0.51,Good,E,SI2,5.08,5.12,3.23,63.3,56,1130
0.51,Ideal,G,VS2,5.18,5.11,3.19,62,56,1443
0.71,Fair,F,SI1,5.84,5.87,3.34,57,62,2149
1.01,Very Good,F,SI1,6.38,6.42,3.99,62.3,55,5789
0.33,Premium,G,IF,4.42,4.46,2.7,60.8,58,984
0.33,Premium,G,VS2,4.4,4.36,2.74,62.6,58,743
0.71,Very Good,F,SI1,5.59,5.66,3.6,64,58,2345
0.3,Ideal,G,VVS1,4.31,4.35,2.67,61.7,57,764
0.53,Ideal,D,SI2,5.21,5.24,3.22,61.6,55,1316
0.73,Premium,D,VS2,5.82,5.77,3.53,60.9,59,2947
1,Good,G,VS2,6.29,6.37,4.01,63.3,60,5500
0.72,Ideal,G,SI2,5.76,5.83,3.56,61.4,56,2297
0.32,Ideal,I,VVS2,4.41,4.37,2.75,62.6,54,720
1.2,Premium,H,VS2,6.88,6.82,4.15,60.6,58,6666
0.34,Ideal,F,SI2,4.55,4.54,2.73,60.1,56,574
0.7,Ideal,G,VVS2,5.74,5.71,3.53,61.6,57,3725
1.52,Ideal,H,VS2,7.38,7.42,4.58,61.8,55.1,11333
0.28,Good,F,VVS2,4.16,4.21,2.56,61.2,62,596
0.53,Ideal,G,VS2,5.23,5.26,3.22,61.4,55,1615
0.42,Ideal,H,VVS1,4.8,4.85,2.98,61.8,55,969
0.35,Premium,E,VS1,4.52,4.5,2.81,62.3,60,1063
0.9,Good,E,SI1,6.12,6.08,3.9,63.9,57,3795
0.37,Ideal,E,VS2,4.61,4.65,2.85,61.6,57,811
0.73,Good,E,SI1,5.7,5.72,3.63,63.6,57,2871
1.11,Ideal,F,VS2,6.73,6.66,4.04,60.4,58,7275
1.5,Very Good,H,IF,7.23,7.3,4.58,63,59,12988
1.14,Very Good,G,VS2,6.69,6.78,4.13,61.3,57,6500
0.32,Very Good,E,SI1,4.38,4.43,2.73,62,60,486
1.54,Premium,G,VS2,7.46,7.4,4.58,61.6,59,12308
1.01,Very Good,H,SI1,6.27,6.33,3.95,62.7,59,4242
0.88,Ideal,I,SI1,6.14,6.18,3.8,61.7,56,3328
1.02,Good,G,VS1,6.38,6.42,4.05,63.3,58,6738
0.31,Ideal,D,VS2,4.35,4.33,2.69,62,55,942
0.73,Premium,J,VS1,5.83,5.78,3.56,61.3,61,2037
0.52,Ideal,D,SI1,5.12,5.17,3.21,62.4,56,1600
1.02,Ideal,E,SI2,6.52,6.46,4,61.6,55,4912
1.37,Ideal,I,VS2,7.18,7.2,4.42,61.5,55,7346
0.3,Ideal,F,IF,4.37,4.39,2.6,59.4,60,873
0.32,Ideal,H,VS2,4.41,4.44,2.72,61.5,55,523
0.51,Ideal,E,SI1,5.11,5.16,3.16,61.5,57,1682
0.73,Very Good,D,SI1,5.68,5.71,3.62,63.6,57,2548
1.73,Very Good,J,VS2,7.72,7.76,4.71,60.9,59,9510
1.51,Ideal,H,SI1,7.37,7.32,4.55,61.9,57,8287
0.4,Good,E,SI1,4.67,4.72,2.98,63.5,56,737
0.33,Ideal,G,VS1,4.48,4.45,2.78,62.3,54,854
2.01,Fair,J,VS2,7.82,7.78,5.06,64.9,60,13744
0.31,Ideal,F,SI1,4.36,4.38,2.71,62,54,628
0.9,Good,H,VS2,6.14,6.11,3.92,64,57,3538
0.31,Ideal,G,VVS1,4.39,4.36,2.66,60.8,56,1046
1.3,Good,J,SI1,6.91,6.84,4.4,64,58,5242
0.62,Good,D,VS2,5.62,5.55,3.29,58.9,64,2288
1,Ideal,H,SI2,6.59,6.65,3.93,59.4,55,4295
0.41,Very Good,F,VS2,4.71,4.74,2.96,62.6,57,863
0.5,Premium,E,VS2,5.07,5.09,3.15,62,58,1559
0.5,Very Good,D,SI1,5.09,5.12,3.16,61.9,61,1436
1.01,Ideal,H,VS1,6.52,6.56,3.91,59.8,59,5550
1.12,Premium,G,SI2,6.7,6.64,4.07,61,60,3838
1.15,Premium,H,SI2,6.7,6.59,4.18,62.9,56,4959
0.7,Ideal,D,VVS2,5.75,5.78,3.5,60.7,57,5539
1.11,Ideal,F,VS2,6.69,6.75,4.09,60.9,57,8233
0.3,Premium,G,IF,4.35,4.39,2.63,60.2,58,895
0.38,Very Good,E,IF,4.77,4.84,2.86,59.5,57,1421
0.71,Ideal,G,SI2,5.74,5.78,3.54,61.5,55,2264
0.54,Ideal,E,SI1,5.24,5.19,3.24,62.1,56,1637
1.04,Very Good,F,VS1,6.45,6.5,4.08,63,56,7207
1.34,Ideal,H,IF,7.09,7.19,4.35,60.9,57,11109
1.27,Premium,H,SI1,7.04,6.99,4.22,60.2,58,6892
1.5,Very Good,J,VS1,7.24,7.2,4.57,63.3,57,8896
0.43,Very Good,G,VS1,4.88,4.91,2.98,60.9,57,943
0.71,Premium,D,SI2,5.7,5.64,3.49,61.6,60,2317
1.5,Premium,E,SI2,7.42,7.35,4.44,60.1,60,9450
1.2,Premium,I,SI2,6.93,6.91,4.15,60,58,5080
0.37,Ideal,E,VS2,4.65,4.61,2.85,61.6,57,1041
0.28,Very Good,H,VVS1,4.27,4.31,2.51,58.5,61,480
0.38,Ideal,G,VS2,4.62,4.66,2.86,61.6,57,743
1.62,Ideal,G,VS1,7.44,7.51,4.69,62.7,56,15246
1.51,Very Good,F,SI1,7.28,7.31,4.58,62.8,59,11560
1.08,Ideal,E,SI2,6.55,6.6,4.06,61.7,57,4989
0.81,Ideal,H,SI1,5.92,5.97,3.68,61.9,56,3514
0.77,Premium,F,SI2,5.9,5.88,3.63,61.6,58,2247
1.6,Ideal,J,SI1,7.48,7.42,4.68,62.8,55,8418
0.71,Ideal,D,SI2,5.73,5.75,3.53,61.5,56.2,2564
0.3,Ideal,G,IF,4.34,4.39,2.65,60.7,57,863
0.51,Premium,D,SI1,5.13,5.08,3.18,62.3,57,1687
0.39,Good,F,SI1,4.65,4.6,2.94,63.6,58,921
1.52,Premium,I,VVS2,7.41,7.37,4.55,61.6,58,11021
0.32,Ideal,G,VS2,4.41,4.39,2.71,61.6,57,720
0.71,Premium,E,VVS2,5.88,5.82,3.45,59,59,3380
0.71,Ideal,I,SI1,5.69,5.82,3.56,62.3,53,2319
0.3,Ideal,I,VS2,4.27,4.29,2.66,62.1,58,389
0.35,Ideal,G,VS1,4.52,4.53,2.8,61.9,55,706
1.09,Ideal,D,SI1,6.57,6.61,4.08,61.9,57,6133
1.24,Very Good,E,VS1,6.96,6.99,4.18,59.9,61,10202
0.34,Ideal,D,VS2,4.52,4.48,2.79,62,54,1033
2.01,Premium,J,VVS1,8.1,7.89,5,62.2,58,15836
0.31,Ideal,D,VS2,4.34,4.31,2.69,62.2,54,942
0.37,Ideal,E,SI1,4.6,4.55,2.87,62.7,54,833
0.32,Ideal,E,VS1,4.42,4.45,2.71,61.1,56,713
0.32,Ideal,E,VVS1,4.42,4.39,2.72,61.7,55,1020
1.17,Ideal,G,VVS2,6.77,6.74,4.17,61.7,55,9110
1.22,Ideal,H,SI1,6.82,6.87,4.24,61.9,55,7870
1.04,Premium,H,SI1,6.6,6.54,4.01,61,58,5090
0.51,Ideal,E,SI1,5.24,5.2,3.11,59.6,57,1546
0.41,Ideal,E,SI1,4.78,4.74,2.97,62.4,55,969
1,Premium,D,VVS2,6.5,6.42,3.87,59.9,61,9918
1.74,Ideal,H,SI1,7.74,7.71,4.78,61.9,55,12720
0.71,Premium,D,VS2,5.53,5.67,3.54,62.7,58,2659
0.35,Good,F,SI1,4.46,4.51,2.83,63.1,56,583
0.92,Ideal,D,SI2,6.32,6.35,3.82,60.3,56,3997
1.01,Very Good,E,SI2,6.34,6.27,3.98,63.1,61,4118
1.09,Ideal,H,VS2,6.61,6.65,4.07,61.4,57,6419
1.56,Very Good,I,VS1,7.65,7.7,4.47,58.2,59,10523
0.47,Fair,E,SI1,4.84,4.65,3.24,67.9,56,829
0.6,Ideal,E,SI1,5.43,5.45,3.33,61.2,57,2069
1.63,Ideal,I,VS2,7.54,7.58,4.68,61.9,54.3,11019
1.15,Good,J,SI2,6.63,6.56,4.21,63.8,60,3733
1.15,Premium,G,VS2,6.76,6.71,4.14,61.5,58,6492
0.31,Very Good,E,SI1,4.33,4.28,2.72,63.2,59,698
1.31,Good,I,SI2,6.92,6.98,4.42,63.6,55.1,5446
0.9,Fair,G,SI1,6.04,5.95,3.92,65.4,57,3145
0.32,Ideal,G,VVS1,4.4,4.43,2.73,61.8,54,814
0.33,Ideal,G,VVS1,4.42,4.45,2.74,61.8,55,868
2.01,Premium,I,VS2,8.09,8.02,4.97,61.7,60,16700
1.21,Premium,H,VS2,6.95,6.9,4.19,60.5,60,6722
0.9,Ideal,J,IF,6.17,6.14,3.83,62.2,57,3677
0.37,Ideal,D,VVS2,4.56,4.64,2.87,62.4,56,857
0.33,Ideal,H,IF,4.44,4.47,2.76,61.8,55.2,806
1.51,Premium,J,VS2,7.2,7.17,4.51,62.8,59,7553
0.72,Very Good,I,VS2,5.76,5.79,3.53,61.1,56,2337
1.05,Fair,H,SI2,6.39,6.32,4.12,64.8,55,2717
0.31,Premium,I,VS1,4.33,4.29,2.7,62.6,59,628
0.33,Good,G,IF,4.55,4.57,2.64,57.9,60,984
0.34,Very Good,G,IF,4.59,4.63,2.74,59.4,56,917
1.21,Fair,H,SI2,6.69,6.59,4.36,65.6,56,3862
1.2,Very Good,H,SI2,6.81,6.89,4.16,60.7,60,4831
1.06,Ideal,G,SI2,6.62,6.56,4.02,61,56,3321
0.36,Premium,F,VS2,4.56,4.51,2.81,62,59,807
0.75,Ideal,G,VVS2,5.78,5.82,3.61,62.2,56,3879
0.7,Very Good,E,VS1,5.61,5.65,3.59,63.8,57,3177
0.32,Ideal,E,VVS2,4.43,4.45,2.71,61,55,808
1.6,Ideal,E,SI2,7.43,7.49,4.68,62.7,53.9,10798
1.14,Premium,F,VVS1,6.79,6.74,4.11,60.8,58,10878
4.5,Fair,J,I1,10.23,10.16,6.72,65.8,58,18531
0.52,Ideal,G,VS2,5.15,5.18,3.2,61.9,55,1549
1.44,Very Good,H,SI2,7.45,7.51,4.35,58.2,61,7128
0.7,Premium,F,SI1,5.77,5.74,3.42,59.4,60,2239
1.06,Very Good,G,VS1,6.52,6.56,4.04,61.7,57,7132
1.53,Premium,J,SI1,7.52,7.5,4.51,60.1,59,6126
0.3,Premium,F,IF,4.35,4.32,2.67,61.6,58,1013
1.7,Good,D,VS2,7.56,7.5,4.79,63.6,56,17485
1.01,Fair,G,VS1,6.15,6.06,4.08,66.8,61,4864
0.71,Very Good,D,SI1,5.64,5.68,3.6,63.6,58,2764
0.71,Premium,E,SI1,5.73,5.66,3.57,62.7,58,2853
0.31,Ideal,E,VS2,4.33,4.4,2.68,61.4,54,680
0.5,Fair,E,SI1,5.09,5.03,3.12,61.7,68,1238
0.29,Very Good,F,VVS1,4.31,4.34,2.61,60.5,57,731
0.9,Ideal,F,SI2,6.13,6.18,3.81,61.9,57,4593
1.02,Ideal,G,VS1,6.41,6.43,4.01,62.4,57,7440
0.41,Ideal,H,VVS1,4.77,4.8,2.94,61.4,56,1043
0.39,Premium,J,VS1,4.71,4.67,2.89,61.6,59,790
0.72,Very Good,I,VS2,5.71,5.75,3.53,61.6,59,2359
1.01,Premium,G,SI1,6.59,6.51,3.85,58.8,58,4395
1.24,Ideal,J,SI1,6.95,6.88,4.28,61.9,56,5125
0.31,Ideal,G,IF,4.33,4.37,2.71,62.5,56,871
1.09,Premium,H,SI1,6.63,6.59,4.07,61.6,57,5219
0.7,Very Good,D,SI1,5.57,5.61,3.56,63.7,60,2565
0.5,Ideal,F,VVS1,5.06,5.07,3.14,62,58,2018
0.91,Ideal,F,VS2,6.18,6.2,3.89,62.8,57,5214
0.31,Premium,J,VS2,4.34,4.3,2.71,62.7,58,488
0.74,Very Good,F,SI2,5.76,5.72,3.62,63.1,58,1909
